ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0157706,Godhuli,1955,-,-,-,Drama            ,bengali
tt5517824, Madam Secretary,2014–2019,43 min,7.3,237,Drama            ,urdu
tt14312266,Kamini,2020,-,-,-,Horror            ,hindi
tt0333872,Manushya Mrugam,1980,-,4.5,11,"Action, Thriller            ",malayalam
tt6451346,Rabeya,2008,105 min,8.0,19,"Drama, Family, War            ",bengali
tt11085842, The Resident,2018– ,44 min,8.7,244,Drama            ,urdu
tt12374490,Krishna Arjuna Yoogam,2020,-,-,-,Crime            ,tamil
tt0357929,Mummy Daddy,1963,-,-,-,"Drama, Family            ",hindi
-,Ek Kanyar Kahini,,-,-,-,Drama            ,bengali
tt8649336,Onnumariyathe,2018,-,-,-,Drama            ,malayalam
tt0251358,Qiamat Se Qiamat Tak,1989,-,-,-,-,urdu
tt3887758,Fakiron Ki Basti,1962,-,-,-,Drama            ,hindi
tt13393856,Suzhal,2012,122 min,-,-,Drama            ,tamil
tt0233432,Cheenavala,1975,129 min,-,-,-,malayalam
tt1404636,Muru Muttugalu,1970,-,-,-,-,kannada
tt4613566, Dirilis: Ertugrul,2014–2019,120 min,8.7,161,"Action, Adventure, Drama            ",oriya
tt0370010,Thavaputhalvan,1972,-,6.1,7,Musical            ,tamil
tt12271984,Hum Aapas Mein,2019,78 min,9.0,6,"Comedy, Drama, Family            ",oriya
tt0239092,Magic Flute,1934,-,-,-,Fantasy            ,hindi
tt8779912,Nesthanivi,2015,124 min,-,-,Drama            ,telugu
tt4766336,Naqab Posh,1956,-,-,-,Thriller            ,hindi
tt0352643,Nipputho Chelagatam,1982,-,-,-,-,telugu
tt0361306,Anokha Prem,1934,-,-,-,-,hindi
tt0779727,Chal Mohana Ranga,1978,129 min,8.1,51,Drama            ,telugu
-,The Great Man,,-,-,-,Drama            ,hindi
tt0250295,Chindha Gambhe,1964,-,-,-,-,kannada
tt1579707,Urmila,1993,-,-,-,Romance            ,telugu
tt3422330,Oray Thai Oray Kulam,1990,-,-,-,-,tamil
tt0158105,Prabas Milan,1937,-,-,-,-,bengali
tt0354067,Sundhari Kakka,1991,112 min,-,-,-,malayalam
tt11348928,Chalak,2005,94 min,-,-,Action            ,hindi
tt3740352,Kandethal,2016,115 min,-,-,Family            ,malayalam
-,Bhoot Pori,,-,-,-,Horror            ,bengali
tt13635484,Tumi Dusokute Kajol Lole,2012– ,-,-,-,Romance            ,assamese
tt0355869,Palnati Simham,1985,141 min,7.2,9,"Action, Drama            ",telugu
tt0387009,Aag Ka Dariya,1953,-,-,-,"Drama, Family            ",hindi
tt5328630,Hello Namasthe,2016,123 min,4.5,152,"Comedy, Drama            ",malayalam
tt0319812,Manithanin Maru Pakkam,1986,122 min,4.7,7,-,tamil
tt8261980,Lashkara,2018– ,-,7.6,19,Drama            ,urdu
tt0355902,Poomarathanalil,1997,-,-,-,-,malayalam
tt0428701,Jeevan Sukh,1983,-,-,-,Drama            ,hindi
tt0245142,Haar Jeet,1940,-,7.0,8,-,hindi
tt0213599,Deep Jalta Rahe,1959,-,-,-,"Drama, Family, Romance            ",hindi
tt10300616,Vanambadi,2017– ,10 min,3.2,50,Drama            ,malayalam
tt7511032,Badla,1987,143 min,-,-,"Drama, Family            ",urdu
tt1579765,Gaji Biji,2007,-,-,-,Comedy            ,telugu
tt1319171,Sundara Kanda,1991,132 min,-,-,-,kannada
tt0265690,Samraat,1982,161 min,5.7,144,"Action, Adventure, Comedy            ",hindi
tt3389588,Tuhi Mera Pehla Pyar,2014,118 min,-,-,"Drama, Romance, Thriller            ",hindi
tt1579743,Badrachalam,2001,-,7.4,14,Action            ,telugu
tt3877054,Lootera Sultan,1990,-,-,-,Action            ,hindi
tt0039077,Valmiki,I 1946,98 min,7.0,18,Drama            ,hindi
-,Agam,,88 min,-,-,Drama            ,hindi
tt0358043,Preet Ki Dori,1971,-,5.8,6,"Action, Drama, Romance            ",hindi
tt14454740,Tari Yaad Ma Jindagi Javani,2021,-,-,-,Drama            ,gujarati
tt1846700,Prema Kavali,2011,166 min,5.9,137,Romance            ,telugu
tt0386121,Woh Tera Naam Tha,2004,150 min,6.8,30,Romance            ,hindi
tt0460499,Makalkku,2005,-,6.7,41,Drama            ,malayalam
tt10682426,Friendship Be Alert,2014,132 min,-,-,-,marathi
tt13795838,Mohini,2008,-,-,-,Drama            ,marathi
tt9680078,Mukhomukhi,2019,120 min,-,-,Thriller            ,bengali
tt0130797,Jaali Note,1960,155 min,7.3,76,"Action, Crime, Drama            ",hindi
tt0267810,Oru Mukham Pala Mukham,1983,124 min,6.1,7,Drama            ,malayalam
-,Mooso-the Mouse,,89 min,-,-,"Drama, Western            ",hindi
tt11405158,Oru Mass Kadha Veendum,2019,153 min,6.6,7,Comedy            ,malayalam
tt7543736,Manikjore,1972,93 min,-,-,"Comedy, Drama            ",bengali
tt0267246,Aatish: Feel the Fire,1994,155 min,5.7,728,"Action, Crime, Drama            ",hindi
tt0269950,Tene Manasulu,1965,174 min,6.7,18,Drama            ,telugu
tt12511798,Mahi,2017,-,-,-,Family            ,punjabi
tt0356774,Kaiyethum Doorath,2002,146 min,3.4,137,"Drama, Romance            ",malayalam
tt9391172, Teetoo and Tania,2017–2018,-,-,-,"Animation, Adventure, Biography            ",urdu
tt3631236,Ek Baar Mazaa Lijiye,2010,79 min,-,-,Romance            ,hindi
tt1579520,Allariodu,1994,138 min,5.4,15,Drama            ,telugu
tt0360687,Janatar Adalat,1972,118 min,-,-,Musical            ,bengali
tt0154830,Manathil Uruthi Vendum,1987,146 min,6.9,80,Drama            ,tamil
tt0269430,Karpukkarasi,1957,140 min,-,-,-,tamil
tt14162622, Mullah Nasruddin,1990– ,-,-,-,Comedy            ,urdu
tt0338690,Aag,1994,139 min,4.6,221,"Action, Comedy, Drama            ",hindi
tt2573092,Child Centre Out of School Program,2005,13 min,-,-,"Documentary, Short            ",nepali
tt7901688,Hum Sab Ullu Hain,2015,-,-,-,Comedy            ,hindi
tt0156317,Bal Ramayan,1956,132 min,6.1,7,-,hindi
-,Illangai ungalai varavekirathu (part 1),2021,-,-,-,"Adventure, Comedy, Family            ",tamil
tt1583318,Mental Krishna,2009,-,4.9,37,Drama            ,telugu
tt13628992,Top Rankers,2015,135 min,-,-,Drama            ,telugu
tt2153902, Pokhara.com,2003– ,-,-,-,Musical            ,nepali
tt0278333,Azhiyatha Bandhangal,1985,-,7.3,15,Drama            ,malayalam
tt1330571,Kanulu Musina Neevaye,2002,180 min,-,-,Romance            ,telugu
tt0155003,Pattina Pravesam,1977,-,7.2,12,-,tamil
tt3430004,Chanchal Ka Sapna,1966,-,-,-,Drama            ,hindi
tt0265455,Oka Deepam Veligindhi,1976,-,-,-,-,telugu
tt7944502,Hum Hai Teen Khurafaati,2014,126 min,6.2,10,Comedy            ,hindi
tt13550942,Nuvve,2006,120 min,-,-,Thriller            ,telugu
tt7807556,The Will: 60 sec Film,2016,-,-,-,"Short, Thriller            ",urdu
tt0250742,Soniyachi Paoolen,1962,-,-,-,-,marathi
tt0069759,Bada Kabutar,1973,144 min,5.0,22,"Action, Comedy, Crime            ",hindi
tt8902832,Vajralu kavala nayana,2017,118 min,-,-,"Horror, Romance            ",telugu
tt0140671,Valli,1993,-,3.9,184,Drama            ,tamil
tt5306734,Tharkappu,2016,148 min,5.9,55,"Action, Thriller            ",tamil
tt10585038,Bhoot Chaturdashi,2019,98 min,3.4,173,Horror            ,bengali
tt1783377,Sri Rama Rajyam,2011,172 min,6.7,920,"Drama, Fantasy            ",telugu
tt0273181,Dravidan,1998,-,3.9,11,-,malayalam
tt14064338,Tyag,1997,-,-,-,Drama            ,marathi
tt0418096,Rakht,2004,162 min,3.7,602,"Horror, Thriller            ",hindi
tt4633940,Haan Nu Haan Pyara,1983,-,-,-,Romance            ,punjabi
tt0039077,Valmiki,I 1946,98 min,7.0,18,Drama            ,tamil
tt0232593,Sawan,1945,-,-,-,Drama            ,hindi
-,Vasantha Kokila,2021,-,-,-,Thriller            ,telugu
tt4885280,Mamta Ki Chhaaon Mein,2005,-,-,-,Drama            ,hindi
tt0257374,Agni Parvatham,1985,143 min,7.5,28,"Action, Drama            ",telugu
tt14156780,Zak marli Mumbai Pahili,2001,-,-,-,Drama            ,marathi
tt4744132,Hotath Bristi,1998,182 min,8.0,806,"Drama, Romance            ",rajastani
tt13491298,Aaluma Doluma,2020,63 min,-,-,"Action, Romance            ",tamil
tt1057881,Black Out,1942,-,-,-,-,hindi
tt0232614,Senapati,1961,-,-,-,-,hindi
tt2325845,Malabar Police,1998,-,5.8,40,-,tamil
tt4300638,Dujane,1984,117 min,7.6,9,"Drama, Romance            ",bengali
tt0332274,Nithya Vasantham,1979,-,-,-,-,malayalam
tt4844708,Shackle,2015,99 min,7.4,20,Drama            ,hindi
tt0235282,Cheppadividya,1992,-,5.5,19,-,malayalam
tt14230254,Miss Hippy,1975,-,-,-,-,urdu
tt0297001,Aur Ek Prem Kahani,1996,-,7.2,31,Romance            ,hindi
tt1523530,Pujarini,1984,135 min,7.1,9,Drama            ,bengali
tt0158152,Riding Hero,1951,-,-,-,-,hindi
tt2388817,Yaar Mera Rab Warga,2013,132 min,7.8,18,"Action, Drama, Romance            ",punjabi
tt0233563,Dharmakshetre Kurukshetre,1975,-,-,-,-,malayalam
tt0373800,Dost,1954,122 min,-,-,-,hindi
-,Devadaruvile Manju,,122 min,-,-,Drama            ,malayalam
-,Lines,I,-,-,-,Drama            ,hindi
tt1289494,Alf Laila,1968,-,-,-,-,urdu
tt2622302,Aulaad Ki Khatir,1990,-,-,-,Drama            ,hindi
tt0353571,Jai Balaji,1976,-,-,-,-,tamil
tt1918969,Amar Bondhu Rashed,2011,96 min,8.2,"3,093",War            ,bengali
tt0320305,Pozhudhu Vidinjaachchu,1984,-,-,-,-,tamil
tt9159812,Abhiyum Njanum,2013,-,-,-,-,malayalam
tt0363516,Chokher Aloye,1989,138 min,5.4,5,Romance            ,bengali
tt0231522,Elan,1947,133 min,6.2,12,Drama            ,urdu
tt0087417,Holi,1985,120 min,7.5,555,"Comedy, Drama            ",hindi
tt3679070,Milan Talkies,2019,141 min,5.0,311,"Drama, Romance            ",hindi
tt1650433,Sura,2010,159 min,2.6,"5,574",Action            ,tamil
tt13666632,Blind Mind,2020,-,-,-,Drama            ,hindi
tt0214493,Asati,1974,133 min,6.8,9,Drama            ,bengali
tt14453020,Ree Swalpa Barteera,2003,131 min,-,-,Drama            ,kannada
tt0237371,Khandan,1994,-,5.2,9,-,punjabi
tt9766294,Fauji Calling,2021,134 min,6.9,"1,297",Drama            ,hindi
tt0411733,Pandavar Bhoomi,2001,150 min,7.1,165,"Drama, Family            ",tamil
tt7266342,Chirugodavalu,2015,-,-,-,Drama            ,telugu
tt6879946,Mojo,2017,112 min,7.2,21,"Mystery, Thriller            ",kannada
-,Mysore 150 Km,,135 min,-,-,Drama            ,malayalam
tt13459460,Kelavu Dinagala Nanthara,2018,100 min,-,-,Drama            ,kannada
tt0282053,Panchamrutham,1977,131 min,-,-,-,malayalam
tt0081783,Yari Dushmani,1980,-,4.9,16,"Action, Drama            ",hindi
tt12887268,Njan Kanda Kanavu,2020,22 min,-,-,"Short, Fantasy            ",malayalam
tt0066758,Amar Prem,1972,143 min,8.2,"1,565","Drama, Musical, Romance            ",hindi
tt11227156,Sar Car Ki Seva Mei,2020,-,-,-,Comedy            ,hindi
tt5050580, Dirilis: Ertugrul,2014–2019,120 min,9.2,191,"Action, Adventure, Drama            ",oriya
tt12349900,Fourth River,2020,117 min,-,-,Thriller            ,malayalam
tt0250299,Chooriyan,1993,-,-,-,-,hindi
tt1213587,Journey of a Red Fridge,2007,52 min,8.1,36,Documentary            ,nepali
tt0268402,Kalpa Vriksham,1978,-,-,-,-,malayalam
tt0885504,Mane Thumbida Hennu,1958,-,-,-,-,kannada
tt7172388,Se Aamar Prem,2002,145 min,-,-,"Drama, Romance            ",bengali
tt0248428,Shiva,1989,161 min,8.1,"3,322","Action, Crime, Drama            ",telugu
tt2166053,Pass Mark,1993,-,-,-,-,tamil
tt0361944,Nai Imarat,1981,-,-,-,Drama            ,hindi
tt4613550, Dirilis: Ertugrul,2014–2019,120 min,8.5,180,"Action, Adventure, Drama            ",oriya
tt8919358,Monsoon Football,2019,-,-,-,Sport            ,marathi
tt14019214,Colors in Bangalore,2013,-,-,-,Drama            ,kannada
tt1579774,Hungama,2005,-,4.7,35,Comedy            ,telugu
tt1869802,Vaadaamalli,2011,-,4.4,5,Drama            ,malayalam
tt2769330,Nache Nagin Baje Been,1960,-,-,-,Drama            ,hindi
tt3628772,Jai Jagannath,1963,-,-,-,Drama            ,hindi
tt1392744,Chance Pe Dance,2010,122 min,4.7,"2,774","Comedy, Drama, Music            ",urdu
tt3982448,Naaigal Jaakirathai,2014,126 min,6.3,458,"Action, Comedy, Thriller            ",tamil
tt9537032,Aduva Gombe,2019,-,-,-,Drama            ,kannada
tt0353584,Johnny,1994,-,6.3,10,-,malayalam
tt0971222,Vennela,2005,133 min,7.0,281,Romance            ,telugu
tt0345506,Kathi,1983,-,-,-,-,malayalam
tt0288885,Ward No. 7,1979,-,-,-,-,malayalam
tt6868012, Siyaasat,2014– ,-,-,-,History            ,urdu
tt7813318, Burka Avenger,2013–2016,-,-,-,"Animation, Action, Adventure            ",urdu
tt0254470,Kalyana Photo,1965,-,-,-,-,malayalam
tt0156079,Sigappu Rojakkal,1978,129 min,7.8,"1,655","Drama, Thriller            ",tamil
tt1573894,Sikka,1976,-,-,-,-,hindi
tt10319478,Do Bol,2019,-,8.7,174,"Drama, Romance            ",oriya
tt0317787,Kaahalam,1981,-,-,-,-,malayalam
tt1510770,Jaya Vijaya,1959,-,-,-,-,telugu
tt14262742,Bangari,2013,-,-,-,Drama            ,kannada
tt1414532,Malli Madhuve,1963,-,7.6,8,-,kannada
tt11157312,Sarkai Lo Khatiya Jada Lage,2018,143 min,-,-,Drama            ,bhojpuri
tt1575707,Velugu Needalu,1999,-,-,-,Family            ,telugu
tt0244443,Buddha Mil Gaya,1971,138 min,7.0,236,"Musical, Mystery, Drama            ",hindi
tt1708491,Malarvaadi Arts Club,2010,122 min,6.5,479,"Comedy, Drama            ",malayalam
tt4725898,Manthan: Ek Kashmakash,2008,-,-,-,Action            ,hindi
tt0250708,Sahiba,1992,-,5.3,7,-,punjabi
tt12229398,Diyalee,2012,-,-,-,"Short, Drama            ",nepali
tt0317641,Heera Lal Panna Lal,1999,127 min,4.1,55,"Drama, Action, Comedy            ",hindi
tt1980986,Housefull 2,2012,145 min,5.3,"13,363","Action, Comedy, Musical            ",hindi
tt0327761,Gemini,2002,147 min,6.1,888,"Action, Comedy, Crime            ",tamil
tt0319655,Kavithai Paadum Alaigal,1990,134 min,-,-,"Drama, Romance            ",tamil
tt0231852,Kahani Hum Subb Ki,1973,-,3.1,9,"Drama, Romance            ",hindi
tt0205189,Kranti Kshetra,1994,-,5.2,35,"Action, Comedy, Drama            ",hindi
-,Karma,II 2021,105 min,-,-,"Drama, Romance            ",hindi
tt10366332,Nixha,2019 Video,-,-,-,"Short, Music, Musical            ",assamese
tt0271477,Ee Kaikalil,1986,117 min,4.4,9,"Action, Drama            ",malayalam
tt13599780,Jugalbandi,1984,-,-,-,Drama            ,marathi
tt6747420,Rajma Chawal,2018,117 min,5.8,"1,674","Comedy, Drama, Family            ",hindi
tt7606522,Anar,1991,-,-,-,Musical            ,hindi
tt0345102,Danger,2002,-,6.9,52,"Crime, Drama, Thriller            ",hindi
tt7274816,Ashley,I 2017,103 min,3.1,11,Thriller            ,hindi
tt0363666,Hatya,1988,151 min,6.9,381,"Action, Crime, Drama            ",hindi
tt4486320,The Making of Moorat,2004 TV Movie,35 min,-,-,Talk-Show            ,urdu
tt0261716,Govula Gopanna,1968,167 min,-,-,-,telugu
tt0409925,Ek Baap Chhe Bete,1978,132 min,5.6,7,"Comedy, Drama            ",hindi
tt12915964,Satya Gang,2018,134 min,-,-,Drama            ,telugu
tt0086231,Sagara Sangamam,1983,160 min,8.8,"2,868","Drama, Music, Romance            ",telugu
tt0357875,Lootera,1965,-,6.6,16,"Action, Drama, Musical            ",hindi
tt0239071,Jagat Kesari,1937,-,-,-,-,hindi
tt6214716,Focus Forward/Recreating God's Voices,2012,-,-,-,"Documentary, Short            ",malayalam
-,Puthiya Thiruppangal,,-,-,-,Thriller            ,tamil
tt3906384,Hero No. 1,1959,-,-,-,Action            ,hindi
tt11163100,Mota Ghar Ni Vahu,2007,-,-,-,Drama            ,gujarati
tt8074128,Village of the Vampire,II 2020,152 min,4.6,693,"Horror, Mystery, Thriller            ",telugu
tt5996836,The Great Father,2017,151 min,7.3,"7,183","Action, Crime, Drama            ",malayalam
tt2412594,With Stars on Fingertips,2012,53 min,-,-,History            ,hindi
tt8602654,"Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai",2018,147 min,8.6,"1,317",Drama            ,kannada
tt0152283,Sankalpa,1949,-,-,-,Drama            ,bengali
tt3566784,Dho Dala: The Sin Washer,2015,14 min,8.5,21,"Short, Drama, Mystery            ",urdu
tt13938722,Wedding in Kashmir,2020,-,-,-,"Short, Family            ",urdu
tt13624144,Faguni,2010,85 min,-,-,Romance            ,assamese
-,Malayankunju,,-,-,-,Thriller            ,malayalam
tt0352624,Neeyethra Dhanya,1987,-,6.9,10,Drama            ,malayalam
tt5223274,Of the Rulers,2015 Video,19 min,-,-,"Documentary, Short            ",urdu
tt0290414,Aamhi Jato Amuchya Gava,1968,133 min,7.1,14,Drama            ,marathi
tt12943936,Sathyaraj in Emergency,2020,-,-,-,Action            ,telugu
-,Atithi Bhooto Bhava,2021,-,-,-,"Comedy, Drama, Romance            ",hindi
tt5501006,Bayko Chukli Standvar,1998,-,8.0,5,Comedy            ,marathi
tt11018042,Premasura,2019,-,-,-,Romance            ,kannada
tt6767468,Bhanga Gora,1981,-,-,-,Drama            ,bengali
tt6904624,Hope: A 60 Second Film,2017,-,-,-,Short            ,urdu
tt3687414,Gun Fight,1960,-,-,-,Action            ,hindi
tt8108232,Thilagar,2015,117 min,6.3,9,Drama            ,tamil
tt0453748,Kuchh Meetha Ho Jaye,2005,125 min,3.4,276,"Comedy, Romance            ",hindi
tt5821344,Life in Rainbow,2019,127 min,5.9,15,"Adventure, Drama, Mystery            ",bengali
tt6823220,Coimbatore Mappillai,1996,-,6.4,159,"Comedy, Drama, Romance            ",tamil
tt14332508,Mehndi Lagi Mere Hath,1980,-,-,-,-,punjabi
tt0350517,Alludugaru Zindabad,1981,142 min,-,-,-,telugu
tt1339512,Tirugu Bhana,1983,131 min,-,-,-,kannada
tt5901918,Lost,IV 2013,-,-,-,"Short, Drama            ",urdu
-,Untitled Mohanlal-Arun Gopy Film,,-,-,-,-,malayalam
tt12038672,Money Back Guarantee,2020,-,-,-,Comedy            ,urdu
tt8284936,Hithudu,2015,-,-,-,Drama            ,telugu
tt0244590,Kissi Se Na Kehna,1983,140 min,7.4,583,"Comedy, Romance            ",hindi
tt0257832,Kannoor Deluxe,1969,-,6.4,15,-,malayalam
tt0280548,Chinna Durai,1999,-,4.3,16,-,tamil
tt8736910,Indumathi,2009,103 min,-,-,Drama            ,telugu
tt13630108,Votuwa,2020 Video,4 min,-,-,"Short, Comedy            ",assamese
tt1758666,Jai Surya,2004,-,4.1,17,"Action, Crime, Drama            ",telugu
tt0281044,Payanangal Mudivathillai,1982,-,7.1,38,-,tamil
tt10431376,Darling,I 2019,16 min,7.6,37,"Short, Drama, Romance            ",oriya
tt0466330,Soumyam,2004,-,-,-,-,malayalam
tt2187114,Samar,2013,157 min,5.4,756,"Action, Adventure, Thriller            ",tamil
tt0068217,Anuraag,1972,125 min,6.7,111,Drama            ,hindi
tt1670635,Eeram,2009,164 min,7.6,"1,364","Crime, Mystery, Thriller            ",tamil
tt3628766,Kala Jadu,1963,-,-,-,Fantasy            ,hindi
tt0366295,Chatpati,1983,130 min,6.2,6,Comedy            ,hindi
tt3904334,Sazish,1959,-,-,-,Thriller            ,hindi
tt14163696,Saubhagyavati Sarpanch,1999,-,-,-,Drama            ,marathi
tt0237033,Begum,1945,-,-,-,-,hindi
tt13074222,Lockdown,XV 2020,-,-,-,"Action, Drama, History            ",nepali
tt1046978,Sadhna,1993,-,6.5,21,Drama            ,hindi
tt14217068,Gawah Te Badmash,1992,-,-,-,-,punjabi
tt0059787,Teesra Kaun,1965,127 min,6.3,17,"Action, Crime, Drama            ",urdu
tt0359143,Dekha Pyar Tumhara,1985,138 min,5.7,37,"Comedy, Drama            ",hindi
tt0257376,Agnimrigam,1971,-,-,-,-,malayalam
tt0276063,Devi,1970,-,6.6,19,"Drama, Family            ",hindi
tt0378204,Kiski Biwi,1942,-,-,-,-,hindi
tt6178108,Sangamam,1970,155 min,-,-,-,tamil
tt0430193,Hope & a Little Sugar,2006,82 min,6.9,46,Drama            ,punjabi
tt11057910,Yoddha,2014,142 min,-,-,Drama            ,bhojpuri
tt14332378,Police Story 2,2007,166 min,-,-,Drama            ,kannada
tt13549506,Yugalageetham,2010,-,-,-,Romance            ,telugu
tt3062886,Trance,II 2013,6 min,-,-,"Short, Mystery, Sci-Fi            ",urdu
tt7770164,Out of Time,II 2018,90 min,-,-,-,hindi
tt0450967,Anokha Moti,2000,86 min,7.3,15,"Drama, Family            ",hindi
tt0877649,Karishmaa,1984,130 min,6.6,41,"Crime, Thriller            ",hindi
tt3497194,Jadoo Nagari,1972,-,-,-,Drama            ,hindi
tt5467458,Wake Up Singh,2016,108 min,5.5,15,"Drama, Family            ",punjabi
tt1587861,Surya Trishna,1984,-,-,-,Drama            ,bengali
tt0317658,Himam,1983,-,-,-,-,malayalam
tt0237313,Hospital,1943,-,-,-,-,hindi
tt1580003,Pourusham,2005,-,-,-,Action            ,telugu
tt14453146,BETI Kyare Boj Nathi Hoti,2020,-,-,-,Drama            ,gujarati
tt2714622,Iddarammayilatho,2013,137 min,5.8,"2,586","Action, Romance            ",telugu
tt14090904,Manada Mareyalli,2014,-,-,-,Drama            ,kannada
tt3004588,Mata,II 2006,143 min,8.1,240,Comedy            ,kannada
tt0254965,Apoorva Sahodaralu,1950,151 min,-,-,Drama            ,telugu
tt14202798,Malavarcha Phool,1982,-,-,-,Drama            ,marathi
tt0476878,Struggler,2006,-,6.0,10,Thriller            ,hindi
tt0463600,Mayookham,2005,-,6.6,62,"Drama, Musical, Romance            ",malayalam
tt0368559,Abar Aranye,2003,123 min,6.0,142,Drama            ,bengali
tt14495814,Srushti,2021,-,-,-,Thriller            ,telugu
tt14312296,Jatt Da Vair,1981,-,-,-,-,punjabi
tt1422734,Raktamukhi Neela,2008,145 min,4.9,7,Thriller            ,bengali
tt3814100,M.A.D: Mad About Dance,2014,125 min,5.1,109,"Drama, Musical            ",hindi
-,Ashokavana,,-,-,-,Thriller            ,kannada
tt0301471,Jeevan Saathi,2001,-,8.6,5,-,nepali
tt3813100,Jaan Pe Khelenge Hum,2001,-,-,-,Romance            ,hindi
-,Tatsam,,-,-,-,"Drama, Family            ",hindi
tt0156069,Shapmukti,1940,-,-,-,Drama            ,bengali
tt0082314,Ek Duuje Ke Liye,1981,167 min,7.5,"1,062","Drama, Musical, Romance            ",hindi
tt13243782,Kempammana Court Case,2016,65 min,-,-,Drama            ,kannada
tt0378747,Shahkar,1947,-,-,-,-,hindi
tt0213932,Neki Ka Taj,1934,-,-,-,-,hindi
tt1290507,Hanumanthu,2006,167 min,6.4,10,Action            ,telugu
tt3949044,Tera Tota Meri Maina,2002,97 min,-,-,Thriller            ,hindi
tt2606554,Karma Cartel,2014,100 min,7.0,24,"Action, Comedy, Drama            ",malayalam
tt2621382,Nattamai,1994,-,6.9,159,"Action, Drama            ",tamil
tt2008624,Sanyasi Mera Naam,1999,-,5.0,9,Action            ,hindi
tt1640706,Thoondil,2008,130 min,5.1,14,Drama            ,tamil
tt11330340,Antha V Chitram,2018,-,-,-,Drama            ,telugu
tt11261278,Romeo,2020,-,-,-,"Comedy, Drama, Romance            ",hindi
tt7288592,I Am Not a Begger,2018,120 min,-,-,Drama            ,hindi
tt4635162,Sandook,2015,160 min,6.2,114,"Comedy, Thriller            ",marathi
tt1587164,Hathat Dekha,1967,123 min,8.1,7,Drama            ,bengali
tt0289377,Paattukku Oru Thalaivan,1989,-,4.5,8,-,tamil
tt0315849,Bombay Girls,2001,-,-,-,"Drama, Adventure            ",hindi
tt3260448,Mai Ka Bitwa,2008,-,-,-,Drama            ,bhojpuri
tt11318302,Sadha Nannu Nadipe,2020,-,-,-,Drama            ,telugu
tt0985660,Poochakkaru Mani Kettum,1994,-,5.9,38,"Comedy, Drama, Romance            ",malayalam
tt0353294,Chief Minister K.R. Gowthami,1994,-,3.0,6,-,malayalam
tt7418170,Loha Pehalwan,2018,-,-,-,Drama            ,bhojpuri
tt0261109,Nichaya Thamboolam,1961,-,5.8,8,-,tamil
-,Minnal Murali,2021,-,-,-,"Adventure, Comedy, Fantasy            ",tamil
tt0234019,Kattile Pattu,1982,-,-,-,-,malayalam
tt2187087,Spandan,2012,-,-,-,Drama            ,marathi
tt14455568,Love ve Pasagali,2003,-,-,-,Drama            ,kannada
tt0158204,Sesh Raksha,1944,-,-,-,Drama            ,bengali
tt0155128,Rupor Jhumko,1938,-,-,-,-,bengali
tt11160092,Dushman Dada,1989,140 min,-,-,Action            ,punjabi
tt12455512,Super Hero,2019,140 min,-,-,Drama            ,kannada
tt0241997,Swaminath,1942,-,-,-,-,hindi
tt6417262,Alif Laila,1980,-,-,-,Fantasy            ,bengali
tt5966280,The Winner,I 2016,117 min,-,-,"Comedy, Drama            ",marathi
tt4664406,Akbari Asghari,2011– ,40 min,7.5,115,"Comedy, Drama, Romance            ",urdu
tt1584917,Bolo Raam,2009,103 min,5.1,84,"Action, Crime, Drama            ",hindi
tt0234004,Kaliyuga Karnudu,1988,-,-,-,-,telugu
tt0278768,Thalayanamanthram,1990,135 min,7.7,507,"Comedy, Drama            ",malayalam
tt0242360,Chandrasena,1959,150 min,-,-,Thriller            ,hindi
tt12399176,Pachai Kodi,1990,138 min,-,-,-,tamil
tt0355384,Dominic Presentation,1996,-,-,-,-,malayalam
tt7160842,Mythily Veendum Varunnu,2017,94 min,2.3,48,Horror            ,malayalam
tt3844824,Machla Yeh Dil,2001,-,-,-,Thriller            ,hindi
tt10097824,Use Me Tokiye Aur Rokiye,2018,180 min,-,-,-,hindi
tt2798620,Chhota Bheem and the Curse of Damyaan,2012,88 min,5.7,138,"Animation, Adventure, Fantasy            ",hindi
tt9383758,Dhappa (Hindi),2018,-,-,-,Crime            ,hindi
tt0230860,Taxi Stand,1958,-,-,-,-,hindi
tt0257444,Bharatamlo Arjunudu,1987,141 min,5.7,9,-,telugu
tt0322710,Idhu Oru Thodarkathai,1987,-,-,-,-,tamil
tt7613004,Samyuktha 2,2017,120 min,6.8,37,"Horror, Thriller            ",kannada
tt5615406,Chalay Thay Sath,2017,120 min,6.7,344,"Comedy, Romance            ",urdu
tt1319097,Hosa Jeevana,1990,145 min,7.2,20,-,kannada
tt0361395,Bilwamangal,1932,-,-,-,-,hindi
-,Kanda Uruvam,,120 min,-,-,"Comedy, Horror, Thriller            ",tamil
tt0319436,Gatti Melam,1985,-,-,-,-,tamil
tt6707992,Vasham,2017,115 min,6.3,19,"Drama, Thriller            ",telugu
-,Sabhaapathy,2021,-,-,-,Comedy            ,tamil
tt2294769,Pokkisham,2009,-,6.9,74,Drama            ,tamil
tt0319336,Eduruleni Manishi,2001,138 min,4.6,121,"Comedy, Drama            ",telugu
tt14320600,Bhoogatha,2007,-,-,-,Drama            ,kannada
tt6827136,Kaalamellam Kaathiruppen,1997,-,7.1,84,"Drama, Romance            ",tamil
